Name,Collection Month,Year,Tax Type,Amount,FIPS State,Numeric Month
Illinois,September,2019,Corporate Income,907058296,17,09
Illinois,September,2019,General Sales,1224370826,17,09
Illinois,September,2019,Individual Income,1882053809,17,09
Illinois,September,2019,Lodging,44187924,17,09
Illinois,September,2019,Motor Fuel,219507337,17,09
Illinois,September,2019,Tobacco,85535064,17,09
Illinois,September,2020,Alcoholic Beverage,26212161,17,09
Illinois,September,2020,Corporate Income,932526454,17,09
Illinois,September,2020,General Sales,1104329731,17,09
Illinois,September,2020,Individual Income,1989616370,17,09
Illinois,September,2020,Lodging,9323602,17,09
Illinois,September,2020,Motor Fuel,202233416,17,09
Illinois,September,2020,Tobacco,81812233,17,09
Illinois,September,2021,Alcoholic Beverage,28033124,17,09
Illinois,September,2021,Corporate Income,1789331738,17,09
Illinois,September,2021,General Sales,1403837213,17,09
Illinois,September,2021,Individual Income,2248128088,17,09
Illinois,September,2021,Lodging,30708112,17,09
Illinois,September,2021,Motor Fuel,217350101,17,09
Illinois,September,2021,Tobacco,81105187,17,09
Indiana,April,2019,Alcoholic Beverage,4181828,18,04
Indiana,April,2019,Corporate Income,313966291,18,04
Indiana,April,2019,General Sales,672457666,18,04
Indiana,April,2019,Individual Income,1516840202,18,04
Indiana,April,2019,Lodging,,18,04
Indiana,April,2019,Motor Fuel,130810314,18,04
Indiana,April,2019,Tobacco,22487531,18,04
Indiana,April,2020,Alcoholic Beverage,4429888,18,04
Indiana,April,2020,Corporate Income,110318095,18,04
Indiana,April,2020,General Sales,607367556,18,04
Indiana,April,2020,Individual Income,764817584,18,04
Indiana,April,2020,Lodging,,18,04
Indiana,April,2020,Motor Fuel,123102883,18,04
Indiana,April,2020,Tobacco,23380470,18,04
Indiana,April,2021,Alcoholic Beverage,4747461,18,04
Indiana,April,2021,Corporate Income,347927118,18,04
Indiana,April,2021,General Sales,890901090,18,04
Indiana,April,2021,Individual Income,1209371495,18,04
Indiana,April,2021,Lodging,,18,04
Indiana,April,2021,Motor Fuel,127842224,18,04
Indiana,April,2021,Tobacco,33147689,18,04
Indiana,August,2019,Alcoholic Beverage,4520784,18,08
Indiana,August,2019,Corporate Income,-7170744,18,08
Indiana,August,2019,General Sales,693600000,18,08
Indiana,August,2019,Individual Income,602687698,18,08
Indiana,August,2019,Lodging,,18,08
Indiana,August,2019,Motor Fuel,151678615,18,08
Indiana,August,2019,Tobacco,36560107,18,08
Indiana,August,2020,Alcoholic Beverage,4496056,18,08
Indiana,August,2020,Corporate Income,13196319,18,08
Indiana,August,2020,General Sales,734300000,18,08
Indiana,August,2020,Individual Income,806418825,18,08
Indiana,August,2020,Lodging,,18,08
Indiana,August,2020,Motor Fuel,146536145,18,08
Indiana,August,2020,Tobacco,35715533,18,08
Indiana,August,2021,Alcoholic Beverage,5333959,18,08
Indiana,August,2021,Corporate Income,16479031,18,08
Indiana,August,2021,General Sales,837636251,18,08
Indiana,August,2021,Individual Income,776444894,18,08
Indiana,August,2021,Lodging,,18,08
Indiana,August,2021,Motor Fuel,138590117,18,08
Indiana,August,2021,Tobacco,32851852,18,08
Indiana,December,2019,Alcoholic Beverage,3025922,18,12
Indiana,December,2019,Corporate Income,205089635,18,12
Indiana,December,2019,General Sales,686900000,18,12
Indiana,December,2019,Individual Income,753618996,18,12
Indiana,December,2019,Lodging,,18,12
Indiana,December,2019,Motor Fuel,123542026,18,12
Indiana,December,2019,Tobacco,37496887,18,12
Indiana,December,2020,Alcoholic Beverage,3472599,18,12
Indiana,December,2020,Corporate Income,191442635,18,12
Indiana,December,2020,General Sales,718200000,18,12
Indiana,December,2020,Individual Income,688187762,18,12
Indiana,December,2020,Lodging,,18,12
Indiana,December,2020,Motor Fuel,113145603,18,12
Indiana,December,2020,Tobacco,35958912,18,12
Indiana,December,2021,Alcoholic Beverage,5078477,18,12
Indiana,December,2021,Corporate Income,263731419,18,12
Indiana,December,2021,General Sales,869008982,18,12
Indiana,December,2021,Individual Income,774492356,18,12
Indiana,December,2021,Lodging,,18,12
Indiana,December,2021,Motor Fuel,136024633,18,12
Indiana,December,2021,Tobacco,32581074,18,12
Indiana,February,2020,Alcoholic Beverage,3413565,18,02
Indiana,February,2020,Corporate Income,-10940786,18,02
Indiana,February,2020,General Sales,649304511,18,02
Indiana,February,2020,Individual Income,445413968,18,02
Indiana,February,2020,Lodging,,18,02
Indiana,February,2020,Motor Fuel,116328690,18,02
Indiana,February,2020,Tobacco,15069719,18,02
Indiana,February,2021,Alcoholic Beverage,3681076,18,02
Indiana,February,2021,Corporate Income,19815076,18,02
Indiana,February,2021,General Sales,720425128,18,02
Indiana,February,2021,Individual Income,529071813,18,02
Indiana,February,2021,Lodging,,18,02
Indiana,February,2021,Motor Fuel,116439201,18,02
Indiana,February,2021,Tobacco,28209946,18,02
Indiana,January,2020,Alcoholic Beverage,5629046,18,01
Indiana,January,2020,Corporate Income,24808131,18,01
Indiana,January,2020,General Sales,838306797,18,01
Indiana,January,2020,Individual Income,919335672,18,01
Indiana,January,2020,Lodging,,18,01
Indiana,January,2020,Motor Fuel,118302382,18,01
Indiana,January,2020,Tobacco,18134747,18,01
Indiana,January,2021,Alcoholic Beverage,6280435,18,01
Indiana,January,2021,Corporate Income,29712569,18,01
Indiana,January,2021,General Sales,865237339,18,01
Indiana,January,2021,Individual Income,1095531141,18,01
Indiana,January,2021,Lodging,,18,01
Indiana,January,2021,Motor Fuel,124201783,18,01
Indiana,January,2021,Tobacco,34890584,18,01
Indiana,July,2019,Alcoholic Beverage,2584225,18,07
Indiana,July,2019,Corporate Income,27130968,18,07
Indiana,July,2019,General Sales,675400000,18,07
Indiana,July,2019,Individual Income,622703219,18,07
Indiana,July,2019,Lodging,,18,07
Indiana,July,2019,Motor Fuel,139357230,18,07
Indiana,July,2019,Tobacco,37390734,18,07
Indiana,July,2020,Alcoholic Beverage,4949529,18,07
Indiana,July,2020,Corporate Income,190306707,18,07
Indiana,July,2020,General Sales,775430702,18,07
Indiana,July,2020,Individual Income,1261316126,18,07
Indiana,July,2020,Lodging,,18,07
Indiana,July,2020,Motor Fuel,132348242,18,07
Indiana,July,2020,Tobacco,39572884,18,07
Indiana,July,2021,Alcoholic Beverage,5291090,18,07
Indiana,July,2021,Corporate Income,43952997,18,07
Indiana,July,2021,General Sales,863525651,18,07
Indiana,July,2021,Individual Income,690618525,18,07
Indiana,July,2021,Lodging,,18,07
Indiana,July,2021,Motor Fuel,131904907,18,07
Indiana,July,2021,Tobacco,36754485,18,07
Indiana,June,2019,Alcoholic Beverage,4699988,18,06
Indiana,June,2019,Corporate Income,186125846,18,06
Indiana,June,2019,General Sales,691813596,18,06
Indiana,June,2019,Individual Income,864981659,18,06
Indiana,June,2019,Lodging,,18,06
Indiana,June,2019,Motor Fuel,145870867,18,06
Indiana,June,2019,Tobacco,18027831,18,06
Indiana,June,2020,Alcoholic Beverage,4255997,18,06
Indiana,June,2020,Corporate Income,111851199,18,06
Indiana,June,2020,General Sales,707290500,18,06
Indiana,June,2020,Individual Income,764566824,18,06
Indiana,June,2020,Lodging,,18,06
Indiana,June,2020,Motor Fuel,95218257,18,06
Indiana,June,2020,Tobacco,19695486,18,06
Indiana,June,2021,Alcoholic Beverage,4585545,18,06
Indiana,June,2021,Corporate Income,294426577,18,06
Indiana,June,2021,General Sales,848119257,18,06
Indiana,June,2021,Individual Income,934621270,18,06
Indiana,June,2021,Lodging,,18,06
Indiana,June,2021,Motor Fuel,134121199,18,06
Indiana,June,2021,Tobacco,35671439,18,06
Indiana,March,2020,Alcoholic Beverage,2825869,18,03
Indiana,March,2020,Corporate Income,31427236,18,03
Indiana,March,2020,General Sales,616224793,18,03
Indiana,March,2020,Individual Income,645805476,18,03
Indiana,March,2020,Lodging,,18,03
Indiana,March,2020,Motor Fuel,113103058,18,03
Indiana,March,2020,Tobacco,19754847,18,03
Indiana,March,2021,Alcoholic Beverage,2749763,18,03
Indiana,March,2021,Corporate Income,50665414,18,03
Indiana,March,2021,General Sales,661881275,18,03
Indiana,March,2021,Individual Income,637193693,18,03
Indiana,March,2021,Lodging,,18,03
Indiana,March,2021,Motor Fuel,108368593,18,03
Indiana,March,2021,Tobacco,31639271,18,03
Indiana,May,2019,Alcoholic Beverage,4265014,18,05
Indiana,May,2019,Corporate Income,24286056,18,05
Indiana,May,2019,General Sales,672751040,18,05
Indiana,May,2019,Individual Income,624240826,18,05
Indiana,May,2019,Lodging,,18,05
Indiana,May,2019,Motor Fuel,131361942,18,05
Indiana,May,2019,Tobacco,15337345,18,05
Indiana,May,2020,Alcoholic Beverage,4505904,18,05
Indiana,May,2020,Corporate Income,8798660,18,05
Indiana,May,2020,General Sales,584328174,18,05
Indiana,May,2020,Individual Income,595835521,18,05
Indiana,May,2020,Lodging,,18,05
Indiana,May,2020,Motor Fuel,95813868,18,05
Indiana,May,2020,Tobacco,12752510,18,05
Indiana,May,2021,Alcoholic Beverage,4627816,18,05
Indiana,May,2021,Corporate Income,50928334,18,05
Indiana,May,2021,General Sales,827159334,18,05
Indiana,May,2021,Individual Income,1200600775,18,05
Indiana,May,2021,Lodging,,18,05
Indiana,May,2021,Motor Fuel,127590030,18,05
Indiana,May,2021,Tobacco,31612972,18,05
Indiana,November,2019,Alcoholic Beverage,7579818,18,11
Indiana,November,2019,Corporate Income,20401926,18,11
Indiana,November,2019,General Sales,657300000,18,11
Indiana,November,2019,Individual Income,607482397,18,11
Indiana,November,2019,Lodging,,18,11
Indiana,November,2019,Motor Fuel,129222441,18,11
Indiana,November,2019,Tobacco,30093925,18,11
Indiana,November,2020,Alcoholic Beverage,5864351,18,11
Indiana,November,2020,Corporate Income,7013109,18,11
Indiana,November,2020,General Sales,711301426,18,11
Indiana,November,2020,Individual Income,724620529,18,11
Indiana,November,2020,Lodging,,18,11
Indiana,November,2020,Motor Fuel,129384086,18,11
Indiana,November,2020,Tobacco,30826475,18,11
Indiana,November,2021,Alcoholic Beverage,4984898,18,11
Indiana,November,2021,Corporate Income,-11611862,18,11
Indiana,November,2021,General Sales,829866374,18,11
Indiana,November,2021,Individual Income,765936547,18,11
Indiana,November,2021,Lodging,,18,11
Indiana,November,2021,Motor Fuel,131233772,18,11
Indiana,November,2021,Tobacco,30692650,18,11
Indiana,October,2019,Alcoholic Beverage,2289194,18,10
Indiana,October,2019,Corporate Income,22572314,18,10
Indiana,October,2019,General Sales,675000000,18,10
Indiana,October,2019,Individual Income,652686890,18,10
Indiana,October,2019,Lodging,,18,10
Indiana,October,2019,Motor Fuel,121919199,18,10
Indiana,October,2019,Tobacco,36230189,18,10
Indiana,October,2020,Alcoholic Beverage,4871766,18,10
Indiana,October,2020,Corporate Income,29387680,18,10
Indiana,October,2020,General Sales,740185416,18,10
Indiana,October,2020,Individual Income,648793568,18,10
Indiana,October,2020,Lodging,,18,10
Indiana,October,2020,Motor Fuel,124902122,18,10
Indiana,October,2020,Tobacco,34231462,18,10
Indiana,October,2021,Alcoholic Beverage,5248282,18,10
Indiana,October,2021,Corporate Income,36091628,18,10
Indiana,October,2021,General Sales,825784420,18,10
Indiana,October,2021,Individual Income,736938763,18,10
Indiana,October,2021,Lodging,,18,10
Indiana,October,2021,Motor Fuel,135851031,18,10
Indiana,October,2021,Tobacco,37005322,18,10
Indiana,September,2019,Alcoholic Beverage,2634435,18,09
Indiana,September,2019,Corporate Income,212579169,18,09
Indiana,September,2019,General Sales,710600000,18,09
Indiana,September,2019,Individual Income,928324180,18,09
Indiana,September,2019,Lodging,,18,09
Indiana,September,2019,Motor Fuel,162648399,18,09
Indiana,September,2019,Tobacco,33822825,18,09
Indiana,September,2020,Alcoholic Beverage,3499528,18,09
Indiana,September,2020,Corporate Income,252569452,18,09
Indiana,September,2020,General Sales,718325861,18,09
Indiana,September,2020,Individual Income,843201547,18,09
Indiana,September,2020,Lodging,,18,09
Indiana,September,2020,Motor Fuel,153388688,18,09
Indiana,September,2020,Tobacco,39006193,18,09
Indiana,September,2021,Alcoholic Beverage,4760659,18,09
Indiana,September,2021,Corporate Income,317755170,18,09
Indiana,September,2021,General Sales,864570389,18,09
Indiana,September,2021,Individual Income,962796356,18,09
Indiana,September,2021,Lodging,,18,09
Indiana,September,2021,Motor Fuel,141706203,18,09
Indiana,September,2021,Tobacco,35026855,18,09
Iowa,April,2019,Alcoholic Beverage,1059783,19,04
Iowa,April,2019,Corporate Income,164018363.95,19,04
Iowa,April,2019,General Sales,243064441.49,19,04
Iowa,April,2019,Individual Income,399693909.29,19,04
Iowa,April,2019,Lodging,,19,04
Iowa,April,2019,Motor Fuel,57351798,19,04
Iowa,April,2019,Tobacco,,19,04
Iowa,April,2020,Alcoholic Beverage,999762,19,04
Iowa,April,2020,Corporate Income,90553483,19,04
Iowa,April,2020,General Sales,235339047,19,04
Iowa,April,2020,Individual Income,,19,04
Iowa,April,2020,Lodging,,19,04
Iowa,April,2020,Motor Fuel,50137158,19,04
Iowa,April,2020,Tobacco,,19,04
Iowa,April,2021,Alcoholic Beverage,0,19,04
Iowa,April,2021,Corporate Income,197889008,19,04
Iowa,April,2021,General Sales,331596406,19,04
Iowa,April,2021,Individual Income,315826045,19,04
Iowa,April,2021,Lodging,,19,04
Iowa,April,2021,Motor Fuel,58448996,19,04
Iowa,April,2021,Tobacco,,19,04
Iowa,August,2019,Alcoholic Beverage,1232396,19,08
Iowa,August,2019,Corporate Income,479104.040000003,19,08
Iowa,August,2019,General Sales,307813045.71,19,08
Iowa,August,2019,Individual Income,298923300.65,19,08
Iowa,August,2019,Lodging,,19,08
Iowa,August,2019,Motor Fuel,61869919,19,08
Iowa,August,2019,Tobacco,,19,08
Iowa,August,2020,Alcoholic Beverage,1357676,19,08
Iowa,August,2020,Corporate Income,16330127.64,19,08
Iowa,August,2020,General Sales,330464027,19,08
Iowa,August,2020,Individual Income,354923981.07,19,08
Iowa,August,2020,Lodging,,19,08
Iowa,August,2020,Motor Fuel,59259583,19,08
Iowa,August,2020,Tobacco,,19,08
Iowa,August,2021,Alcoholic Beverage,1339624,19,08
Iowa,August,2021,Corporate Income,12177394,19,08
Iowa,August,2021,General Sales,387576369,19,08
Iowa,August,2021,Individual Income,477565067,19,08
Iowa,August,2021,Lodging,,19,08
Iowa,August,2021,Motor Fuel,62929657,19,08
Iowa,August,2021,Tobacco,,19,08
Iowa,December,2019,Alcoholic Beverage,1086629,19,12
Iowa,December,2019,Corporate Income,104925239.73,19,12
Iowa,December,2019,General Sales,228261357.7,19,12
Iowa,December,2019,Individual Income,369682071.58,19,12
Iowa,December,2019,Lodging,,19,12
Iowa,December,2019,Motor Fuel,57720595,19,12
Iowa,December,2019,Tobacco,,19,12
Iowa,December,2020,Alcoholic Beverage,1025184,19,12
Iowa,December,2020,Corporate Income,137252586.86,19,12
Iowa,December,2020,General Sales,240578301.2,19,12
Iowa,December,2020,Individual Income,368640583.82,19,12
Iowa,December,2020,Lodging,,19,12
Iowa,December,2020,Motor Fuel,51799717,19,12
Iowa,December,2020,Tobacco,,19,12
Iowa,December,2021,Alcoholic Beverage,1063983,19,12
Iowa,December,2021,Corporate Income,120928891,19,12
Iowa,December,2021,General Sales,339022536,19,12
Iowa,December,2021,Individual Income,213369772,19,12
Iowa,December,2021,Lodging,,19,12
Iowa,December,2021,Motor Fuel,58965932,19,12
Iowa,December,2021,Tobacco,,19,12
Iowa,February,2020,Alcoholic Beverage,899039,19,02
Iowa,February,2020,Corporate Income,-9732898.42,19,02
Iowa,February,2020,General Sales,253592649.8,19,02
Iowa,February,2020,Individual Income,354378330.1,19,02
Iowa,February,2020,Lodging,,19,02
Iowa,February,2020,Motor Fuel,51783545,19,02
Iowa,February,2020,Tobacco,,19,02
Iowa,February,2021,Alcoholic Beverage,941217,19,02
Iowa,February,2021,Corporate Income,18813422.82,19,02
Iowa,February,2021,General Sales,360463113.15,19,02
Iowa,February,2021,Individual Income,490376908.27,19,02
Iowa,February,2021,Lodging,,19,02
Iowa,February,2021,Motor Fuel,45014198,19,02
Iowa,February,2021,Tobacco,,19,02
Iowa,January,2020,Alcoholic Beverage,1104397,19,01
Iowa,January,2020,Corporate Income,26473740.67,19,01
Iowa,January,2020,General Sales,320544183.57,19,01
Iowa,January,2020,Individual Income,470106811.28,19,01
Iowa,January,2020,Lodging,,19,01
Iowa,January,2020,Motor Fuel,57503505,19,01
Iowa,January,2020,Tobacco,,19,01
Iowa,January,2021,Alcoholic Beverage,1184105,19,01
Iowa,January,2021,Corporate Income,25518984.1699999,19,01
Iowa,January,2021,General Sales,259338712.85,19,01
Iowa,January,2021,Individual Income,416972492.43,19,01
Iowa,January,2021,Lodging,,19,01
Iowa,January,2021,Motor Fuel,60677751,19,01
Iowa,January,2021,Tobacco,,19,01
Iowa,July,2019,Alcoholic Beverage,1363313,19,07
Iowa,July,2019,Corporate Income,42026184.33,19,07
Iowa,July,2019,General Sales,299664009.35,19,07
Iowa,July,2019,Individual Income,342318411.84,19,07
Iowa,July,2019,Lodging,,19,07
Iowa,July,2019,Motor Fuel,56015256,19,07
Iowa,July,2019,Tobacco,,19,07
Iowa,July,2020,Alcoholic Beverage,1272079,19,07
Iowa,July,2020,Corporate Income,113095585.56,19,07
Iowa,July,2020,General Sales,307564477.76,19,07
Iowa,July,2020,Individual Income,520689168.94,19,07
Iowa,July,2020,Lodging,,19,07
Iowa,July,2020,Motor Fuel,54963145,19,07
Iowa,July,2020,Tobacco,,19,07
Iowa,July,2021,Alcoholic Beverage,463866,19,07
Iowa,July,2021,Corporate Income,4068338,19,07
Iowa,July,2021,General Sales,376333589.37,19,07
Iowa,July,2021,Individual Income,239810262,19,07
Iowa,July,2021,Lodging,,19,07
Iowa,July,2021,Motor Fuel,61501975,19,07
Iowa,July,2021,Tobacco,,19,07
Iowa,June,2019,Alcoholic Beverage,1460096,19,06
Iowa,June,2019,Corporate Income,94702385.25,19,06
Iowa,June,2019,General Sales,221806813.52,19,06
Iowa,June,2019,Individual Income,335699608.59,19,06
Iowa,June,2019,Lodging,,19,06
Iowa,June,2019,Motor Fuel,58858327,19,06
Iowa,June,2019,Tobacco,,19,06
Iowa,June,2020,Alcoholic Beverage,1359361,19,06
Iowa,June,2020,Corporate Income,96792826.27,19,06
Iowa,June,2020,General Sales,236125137.19,19,06
Iowa,June,2020,Individual Income,331759259.47,19,06
Iowa,June,2020,Lodging,,19,06
Iowa,June,2020,Motor Fuel,48924282,19,06
Iowa,June,2020,Tobacco,,19,06
Iowa,June,2021,Alcoholic Beverage,102,19,06
Iowa,June,2021,Corporate Income,137897121,19,06
Iowa,June,2021,General Sales,262120892,19,06
Iowa,June,2021,Individual Income,341773727,19,06
Iowa,June,2021,Lodging,,19,06
Iowa,June,2021,Motor Fuel,58204341,19,06
Iowa,June,2021,Tobacco,,19,06
Iowa,March,2020,Alcoholic Beverage,853982,19,03
Iowa,March,2020,Corporate Income,30880868.34,19,03
Iowa,March,2020,General Sales,196962769.49,19,03
Iowa,March,2020,Individual Income,112378039.12,19,03
Iowa,March,2020,Lodging,,19,03
Iowa,March,2020,Motor Fuel,47324362,19,03
Iowa,March,2020,Tobacco,,19,03
Iowa,March,2021,Alcoholic Beverage,39996,19,03
Iowa,March,2021,Corporate Income,34858261.91,19,03
Iowa,March,2021,General Sales,212994673.52,19,03
Iowa,March,2021,Individual Income,193323271.64,19,03
Iowa,March,2021,Lodging,,19,03
Iowa,March,2021,Motor Fuel,47333171,19,03
Iowa,March,2021,Tobacco,,19,03
Iowa,May,2019,Alcoholic Beverage,1014744,19,05
Iowa,May,2019,Corporate Income,35007446.04,19,05
Iowa,May,2019,General Sales,288846256.64,19,05
Iowa,May,2019,Individual Income,270944611.56,19,05
Iowa,May,2019,Lodging,,19,05
Iowa,May,2019,Motor Fuel,53923751,19,05
Iowa,May,2019,Tobacco,,19,05
Iowa,May,2020,Alcoholic Beverage,1104767,19,05
Iowa,May,2020,Corporate Income,15292300.13,19,05
Iowa,May,2020,General Sales,248999964.84,19,05
Iowa,May,2020,Individual Income,241803086.04,19,05
Iowa,May,2020,Lodging,,19,05
Iowa,May,2020,Motor Fuel,48355601,19,05
Iowa,May,2020,Tobacco,,19,05
Iowa,May,2021,Alcoholic Beverage,518924,19,05
Iowa,May,2021,Corporate Income,45700000,19,05
Iowa,May,2021,General Sales,292300000,19,05
Iowa,May,2021,Individual Income,408600000,19,05
Iowa,May,2021,Lodging,,19,05
Iowa,May,2021,Motor Fuel,57591543,19,05
Iowa,May,2021,Tobacco,,19,05
Iowa,November,2019,Alcoholic Beverage,1014375,19,11
Iowa,November,2019,Corporate Income,12391699.22,19,11
Iowa,November,2019,General Sales,271111989.85,19,11
Iowa,November,2019,Individual Income,345667732.74,19,11
Iowa,November,2019,Lodging,,19,11
Iowa,November,2019,Motor Fuel,60216214,19,11
Iowa,November,2019,Tobacco,,19,11
Iowa,November,2020,Alcoholic Beverage,1089303,19,11
Iowa,November,2020,Corporate Income,9145529.29000001,19,11
Iowa,November,2020,General Sales,295026133.34,19,11
Iowa,November,2020,Individual Income,393213390.35,19,11
Iowa,November,2020,Lodging,,19,11
Iowa,November,2020,Motor Fuel,63268725,19,11
Iowa,November,2020,Tobacco,,19,11
Iowa,November,2021,Alcoholic Beverage,1084986,19,11
Iowa,November,2021,Corporate Income,19856311,19,11
Iowa,November,2021,General Sales,246082868.01,19,11
Iowa,November,2021,Individual Income,601106422,19,11
Iowa,November,2021,Lodging,,19,11
Iowa,November,2021,Motor Fuel,73375774,19,11
Iowa,November,2021,Tobacco,,19,11
Iowa,October,2019,Alcoholic Beverage,1026745,19,10
Iowa,October,2019,Corporate Income,14328850.57,19,10
Iowa,October,2019,General Sales,286811052.44,19,10
Iowa,October,2019,Individual Income,366906658.96,19,10
Iowa,October,2019,Lodging,,19,10
Iowa,October,2019,Motor Fuel,55900965,19,10
Iowa,October,2019,Tobacco,,19,10
Iowa,October,2020,Alcoholic Beverage,1003683,19,10
Iowa,October,2020,Corporate Income,34128404.28,19,10
Iowa,October,2020,General Sales,284415772.79,19,10
Iowa,October,2020,Individual Income,277306474.4,19,10
Iowa,October,2020,Lodging,,19,10
Iowa,October,2020,Motor Fuel,58345912,19,10
Iowa,October,2020,Tobacco,,19,10
Iowa,October,2021,Alcoholic Beverage,1169147,19,10
Iowa,October,2021,Corporate Income,31063810,19,10
Iowa,October,2021,General Sales,287591010,19,10
Iowa,October,2021,Individual Income,299128034,19,10
Iowa,October,2021,Lodging,,19,10
Iowa,October,2021,Motor Fuel,53830232,19,10
Iowa,October,2021,Tobacco,,19,10
Iowa,September,2019,Alcoholic Beverage,1473515,19,09
Iowa,September,2019,Corporate Income,111071828.87,19,09
Iowa,September,2019,General Sales,225609832.62,19,09
Iowa,September,2019,Individual Income,355936684.85,19,09
Iowa,September,2019,Lodging,,19,09
Iowa,September,2019,Motor Fuel,62963332,19,09
Iowa,September,2019,Tobacco,,19,09
Iowa,September,2020,Alcoholic Beverage,1412558,19,09
Iowa,September,2020,Corporate Income,131831352.33,19,09
Iowa,September,2020,General Sales,233305462.27,19,09
Iowa,September,2020,Individual Income,365047347.51,19,09
Iowa,September,2020,Lodging,,19,09
Iowa,September,2020,Motor Fuel,60058038,19,09
Iowa,September,2020,Tobacco,,19,09
Iowa,September,2021,Alcoholic Beverage,1283309,19,09
Iowa,September,2021,Corporate Income,172941051,19,09
Iowa,September,2021,General Sales,264421222,19,09
Iowa,September,2021,Individual Income,422623601,19,09
Iowa,September,2021,Lodging,,19,09
Iowa,September,2021,Motor Fuel,59418388,19,09
Iowa,September,2021,Tobacco,,19,09
Kansas,April,2019,Alcoholic Beverage,8146798,20,04
Kansas,April,2019,Corporate Income,121028343,20,04
Kansas,April,2019,General Sales,236554747,20,04
Kansas,April,2019,Individual Income,808077602,20,04
Kansas,April,2019,Lodging,,20,04
Kansas,April,2019,Motor Fuel,,20,04
Kansas,April,2019,Tobacco,9319983,20,04
Kansas,April,2020,Alcoholic Beverage,8588412,20,04
Kansas,April,2020,Corporate Income,47353145,20,04
Kansas,April,2020,General Sales,225561004,20,04
Kansas,April,2020,Individual Income,282474236,20,04
Kansas,April,2020,Lodging,,20,04
Kansas,April,2020,Motor Fuel,,20,04
Kansas,April,2020,Tobacco,8531817,20,04
Kansas,April,2021,Alcoholic Beverage,9571957,20,04
Kansas,April,2021,Corporate Income,170188399,20,04
Kansas,April,2021,General Sales,295705300,20,04
Kansas,April,2021,Individual Income,487265987,20,04
Kansas,April,2021,Lodging,,20,04
Kansas,April,2021,Motor Fuel,,20,04
Kansas,April,2021,Tobacco,10666965,20,04
Kansas,August,2019,Alcoholic Beverage,8663535,20,08
Kansas,August,2019,Corporate Income,6266315,20,08
Kansas,August,2019,General Sales,237912855,20,08
Kansas,August,2019,Individual Income,231254242,20,08
Kansas,August,2019,Lodging,,20,08
Kansas,August,2019,Motor Fuel,,20,08
Kansas,August,2019,Tobacco,10545581,20,08
Kansas,August,2020,Alcoholic Beverage,10089762,20,08
Kansas,August,2020,Corporate Income,7777814,20,08
Kansas,August,2020,General Sales,252428359,20,08
Kansas,August,2020,Individual Income,270957227,20,08
Kansas,August,2020,Lodging,,20,08
Kansas,August,2020,Motor Fuel,,20,08
Kansas,August,2020,Tobacco,11044332,20,08
Kansas,August,2021,Alcoholic Beverage,9775195,20,08
Kansas,August,2021,Corporate Income,17631262,20,08
Kansas,August,2021,General Sales,284963232,20,08
Kansas,August,2021,Individual Income,302309769,20,08
Kansas,August,2021,Lodging,,20,08
Kansas,August,2021,Motor Fuel,,20,08
Kansas,August,2021,Tobacco,10630064,20,08
Kansas,December,2019,Alcoholic Beverage,10354438,20,12
Kansas,December,2019,Corporate Income,100193609,20,12
Kansas,December,2019,General Sales,239738485,20,12
Kansas,December,2019,Individual Income,316135686,20,12
Kansas,December,2019,Lodging,,20,12
Kansas,December,2019,Motor Fuel,,20,12
Kansas,December,2019,Tobacco,11802900,20,12
Kansas,December,2020,Alcoholic Beverage,10241260,20,12
Kansas,December,2020,Corporate Income,110996302,20,12
Kansas,December,2020,General Sales,254084875,20,12
Kansas,December,2020,Individual Income,306676400,20,12
Kansas,December,2020,Lodging,,20,12
Kansas,December,2020,Motor Fuel,,20,12
Kansas,December,2020,Tobacco,11442088,20,12
Kansas,December,2021,Alcoholic Beverage,10636094,20,12
Kansas,December,2021,Corporate Income,145127306,20,12
Kansas,December,2021,General Sales,293485892,20,12
Kansas,December,2021,Individual Income,355195112,20,12
Kansas,December,2021,Lodging,,20,12
Kansas,December,2021,Motor Fuel,,20,12
Kansas,December,2021,Tobacco,11197511,20,12
Kansas,February,2020,Alcoholic Beverage,7787813,20,02
Kansas,February,2020,Corporate Income,7052406,20,02
Kansas,February,2020,General Sales,216738846,20,02
Kansas,February,2020,Individual Income,171481725,20,02
Kansas,February,2020,Lodging,,20,02
Kansas,February,2020,Motor Fuel,,20,02
Kansas,February,2020,Tobacco,7737789,20,02
Kansas,February,2021,Alcoholic Beverage,6498811,20,02
Kansas,February,2021,Corporate Income,8648240,20,02
Kansas,February,2021,General Sales,217931098,20,02
Kansas,February,2021,Individual Income,193735620,20,02
Kansas,February,2021,Lodging,,20,02
Kansas,February,2021,Motor Fuel,,20,02
Kansas,February,2021,Tobacco,8313020,20,02
Kansas,January,2020,Alcoholic Beverage,9831755,20,01
Kansas,January,2020,Corporate Income,22633462,20,01
Kansas,January,2020,General Sales,273358969,20,01
Kansas,January,2020,Individual Income,408729091,20,01
Kansas,January,2020,Lodging,,20,01
Kansas,January,2020,Motor Fuel,,20,01
Kansas,January,2020,Tobacco,9512782,20,01
Kansas,January,2021,Alcoholic Beverage,10132903,20,01
Kansas,January,2021,Corporate Income,29221401,20,01
Kansas,January,2021,General Sales,289217070,20,01
Kansas,January,2021,Individual Income,457891362,20,01
Kansas,January,2021,Lodging,,20,01
